ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KS-149,Pottawatomie County,Kansas,21.7,-4.1,23,25.8
KS-151,Pratt County,Kansas,26.6,-3.6,25,30.2
KS-153,Rawlins County,Kansas,26.4,-0.2,52,26.6
KS-155,Reno County,Kansas,25.1,-4.7,17,29.8
KS-157,Republic County,Kansas,23.4,-1.1,48,24.5
KS-159,Rice County,Kansas,23.7,-5.2,16,28.9
KS-161,Riley County,Kansas,22.5,-3.9,24,26.4
KS-163,Rooks County,Kansas,25.5,-1.6,39,27.1
KS-165,Rush County,Kansas,23.7,-4.8,19,28.5
KS-167,Russell County,Kansas,23.3,-4.3,23,27.6
KS-169,Saline County,Kansas,23.4,-4.4,21,27.8
KS-171,Scott County,Kansas,27,-1.2,41,28.2
KS-173,Sedgwick County,Kansas,26.4,-4.1,20,30.5
KS-175,Seward County,Kansas,28.9,-2.7,31,31.6
KS-177,Shawnee County,Kansas,22.5,-4.7,16,27.2
KS-179,Sheridan County,Kansas,26.1,-0.9,41,27
KS-181,Sherman County,Kansas,26.6,-0.5,48,27.1
KS-183,Smith County,Kansas,24.3,-1,47,25.3
KS-185,Stafford County,Kansas,24.2,-5.1,17,29.3
KS-187,Stanton County,Kansas,27.6,-3.3,25,30.9
KS-189,Stevens County,Kansas,28.3,-3.2,26,31.5
KS-191,Sumner County,Kansas,28.2,-3.4,24,31.6
KS-193,Thomas County,Kansas,26.2,-0.7,47,26.9
KS-195,Trego County,Kansas,26.6,-1.7,37,28.3
KS-197,Wabaunsee County,Kansas,22.5,-4.4,19,26.9
KS-199,Wallace County,Kansas,26.6,-1.3,42,27.9
KS-201,Washington County,Kansas,21.9,-2.8,32,24.7
KS-203,Wichita County,Kansas,26.4,-1.8,32,28.2
KS-205,Wilson County,Kansas,29,-2.7,30,31.7
KS-207,Woodson County,Kansas,27.6,-2.7,27,30.3
KS-209,Wyandotte County,Kansas,25,-2.4,29,27.4
KY-001,Adair County,Kentucky,29,-5.2,17,34.2
KY-003,Allen County,Kentucky,31,-4.6,20,35.6
KY-005,Anderson County,Kentucky,27.6,-4.6,22,32.2
KY-007,Ballard County,Kentucky,31.2,-2.7,31,33.9
KY-009,Barren County,Kentucky,30.1,-5,19,35.1
KY-011,Bath County,Kentucky,27,-5.6,18,32.6
KY-013,Bell County,Kentucky,28.5,-6.2,15,34.7
KY-015,Boone County,Kentucky,24.8,-5.3,21,30.1
KY-017,Bourbon County,Kentucky,26.3,-5.4,18,31.7
KY-019,Boyd County,Kentucky,27,-5.7,17,32.7
KY-021,Boyle County,Kentucky,28.4,-4.5,22,32.9
KY-023,Bracken County,Kentucky,25.2,-5.6,16,30.8
KY-025,Breathitt County,Kentucky,29.4,-5.2,20,34.6
KY-027,Breckinridge County,Kentucky,27.5,-5.2,17,32.7
KY-029,Bullitt County,Kentucky,28.5,-4.3,23,32.8
KY-031,Butler County,Kentucky,30.4,-4.1,21,34.5
KY-033,Caldwell County,Kentucky,30.6,-3.8,23,34.4
KY-035,Calloway County,Kentucky,30.9,-4.9,20,35.8
KY-037,Campbell County,Kentucky,25.5,-5.1,22,30.6
KY-039,Carlisle County,Kentucky,31.7,-2.7,31,34.4
KY-041,Carroll County,Kentucky,26,-5,18,31
KY-043,Carter County,Kentucky,26.5,-5.6,17,32.1
KY-045,Casey County,Kentucky,28.4,-5,20,33.4
KY-047,Christian County,Kentucky,31.6,-3.6,24,35.2
KY-049,Clark County,Kentucky,27.6,-4.8,22,32.4
KY-051,Clay County,Kentucky,29.2,-5.7,18,34.9
KY-053,Clinton County,Kentucky,29,-6.3,15,35.3
KY-055,Crittenden County,Kentucky,30,-3.5,23,33.5
KY-057,Cumberland County,Kentucky,30,-5.6,16,35.6
KY-059,Daviess County,Kentucky,27.9,-5.3,15,33.2
KY-061,Edmonson County,Kentucky,30.1,-4.4,19,34.5
KY-063,Elliott County,Kentucky,27.4,-5.3,19,32.7
KY-065,Estill County,Kentucky,28.8,-5.1,20,33.9
KY-067,Fayette County,Kentucky,27.5,-4.4,22,31.9
KY-069,Fleming County,Kentucky,25.9,-6,15,31.9
KY-071,Floyd County,Kentucky,29.6,-5.3,17,34.9
KY-073,Franklin County,Kentucky,27,-4.9,20,31.9
KY-075,Fulton County,Kentucky,32.6,-2.7,29,35.3
KY-077,Gallatin County,Kentucky,25.8,-5.2,18,31
KY-079,Garrard County,Kentucky,28.7,-4.6,23,33.3
KY-081,Grant County,Kentucky,25.4,-5.4,18,30.8
KY-083,Graves County,Kentucky,31.6,-3.3,27,34.9
KY-085,Grayson County,Kentucky,28.8,-4.5,19,33.3
KY-087,Green County,Kentucky,29.3,-4.7,20,34
KY-089,Greenup County,Kentucky,25.9,-5.8,16,31.7
KY-091,Hancock County,Kentucky,27.1,-6,12,33.1
KY-093,Hardin County,Kentucky,28.4,-4.3,22,32.7
KY-095,Harlan County,Kentucky,27.6,-5.9,17,33.5
KY-097,Harrison County,Kentucky,25.5,-5.9,15,31.4
KY-099,Hart County,Kentucky,29.4,-4.6,19,34
KY-101,Henderson County,Kentucky,28.6,-4.4,21,33
KY-103,Henry County,Kentucky,26.2,-4.9,21,31.1
KY-105,Hickman County,Kentucky,32.1,-2.8,29,34.9
KY-107,Hopkins County,Kentucky,30.1,-4.2,21,34.3
KY-109,Jackson County,Kentucky,28.4,-5.4,20,33.8
KY-111,Jefferson County,Kentucky,27.8,-4.6,21,32.4
KY-113,Jessamine County,Kentucky,28.4,-4.1,24,32.5
KY-115,Johnson County,Kentucky,28.7,-5.1,19,33.8
KY-117,Kenton County,Kentucky,25.1,-5.2,22,30.3
KY-119,Knott County,Kentucky,29.1,-5.4,18,34.5
KY-121,Knox County,Kentucky,29.3,-5.9,16,35.2
KY-123,Larue County,Kentucky,28.6,-4.4,21,33
KY-125,Laurel County,Kentucky,28.9,-5.8,18,34.7
KY-127,Lawrence County,Kentucky,27.8,-5.5,18,33.3
KY-129,Lee County,Kentucky,29.2,-5.2,18,34.4
KY-131,Leslie County,Kentucky,28.9,-5.7,18,34.6
KY-133,Letcher County,Kentucky,28.4,-5.8,17,34.2
KY-135,Lewis County,Kentucky,25.6,-5.8,15,31.4
KY-137,Lincoln County,Kentucky,28.4,-4.8,21,33.2
KY-139,Livingston County,Kentucky,30.6,-3.2,27,33.8
KY-141,Logan County,Kentucky,31.2,-4.1,23,35.3
KY-143,Lyon County,Kentucky,30.8,-4.1,22,34.9
KY-145,McCracken County,Kentucky,31.5,-2.5,33,34
KY-147,McCreary County,Kentucky,28.7,-6.3,16,35
KY-149,McLean County,Kentucky,29,-4.7,20,33.7
KY-151,Madison County,Kentucky,28.6,-4.8,22,33.4
KY-153,Magoffin County,Kentucky,28.9,-5,21,33.9
KY-155,Marion County,Kentucky,28.7,-4.5,21,33.2
KY-157,Marshall County,Kentucky,31,-4.1,22,35.1
KY-159,Martin County,Kentucky,29,-5.5,15,34.5
KY-161,Mason County,Kentucky,25,-5.9,15,30.9
KY-163,Meade County,Kentucky,27.6,-4.7,19,32.3
KY-165,Menifee County,Kentucky,27.9,-5.1,20,33
KY-167,Mercer County,Kentucky,28.3,-4.3,23,32.6
KY-169,Metcalfe County,Kentucky,29.4,-5.1,19,34.5
KY-171,Monroe County,Kentucky,30.2,-5.3,18,35.5
KY-173,Montgomery County,Kentucky,27.1,-5.2,18,32.3
KY-175,Morgan County,Kentucky,28.4,-4.9,22,33.3
KY-177,Muhlenberg County,Kentucky,30.2,-4.4,21,34.6
KY-179,Nelson County,Kentucky,28.4,-4.5,21,32.9
KY-181,Nicholas County,Kentucky,25.7,-5.9,15,31.6
KY-183,Ohio County,Kentucky,28.8,-4.9,18,33.7
KY-185,Oldham County,Kentucky,26.3,-4.9,20,31.2
KY-187,Owen County,Kentucky,26,-5.2,18,31.2
KY-189,Owsley County,Kentucky,29.3,-5.5,17,34.8
KY-191,Pendleton County,Kentucky,25.5,-5.5,19,31
KY-193,Perry County,Kentucky,29.2,-5.5,19,34.7
KY-195,Pike County,Kentucky,29.4,-5.6,17,35
KY-197,Powell County,Kentucky,28.4,-5,20,33.4
KY-199,Pulaski County,Kentucky,28.6,-5.9,18,34.5
KY-201,Robertson County,Kentucky,25.1,-6.1,15,31.2
KY-203,Rockcastle County,Kentucky,28.5,-5.3,21,33.8
KY-205,Rowan County,Kentucky,27,-5.5,18,32.5
KY-207,Russell County,Kentucky,28.7,-5.8,15,34.5
KY-209,Scott County,Kentucky,26.5,-5,19,31.5
KY-211,Shelby County,Kentucky,26.6,-4.9,21,31.5
KY-213,Simpson County,Kentucky,31.4,-4.1,22,35.5
KY-215,Spencer County,Kentucky,27.6,-4.6,22,32.2
KY-217,Taylor County,Kentucky,28.9,-4.6,22,33.5
KY-219,Todd County,Kentucky,31.5,-3.8,25,35.3
KY-221,Trigg County,Kentucky,31.4,-4.1,23,35.5
KY-223,Trimble County,Kentucky,25.9,-4.8,19,30.7
KY-225,Union County,Kentucky,29.1,-4,21,33.1
KY-227,Warren County,Kentucky,31.1,-4.1,22,35.2
KY-229,Washington County,Kentucky,28.3,-4.4,21,32.7
KY-231,Wayne County,Kentucky,28.6,-6.3,16,34.9
KY-233,Webster County,Kentucky,29.4,-4.2,20,33.6
KY-235,Whitley County,Kentucky,29.3,-6.1,17,35.4
KY-237,Wolfe County,Kentucky,28.8,-5,22,33.8
KY-239,Woodford County,Kentucky,27.9,-4.2,24,32.1
LA-001,Acadia Parish,Louisiana,47.1,-4.4,19,51.5
LA-003,Allen Parish,Louisiana,46.4,-4,22,50.4
LA-005,Ascension Parish,Louisiana,47.9,-3.9,24,51.8
LA-007,Assumption Parish,Louisiana,48.4,-4.2,23,52.6
LA-009,Avoyelles Parish,Louisiana,44.8,-4.7,17,49.5
LA-011,Beauregard Parish,Louisiana,46.3,-3.7,25,50
LA-013,Bienville Parish,Louisiana,42.5,-2.7,30,45.2
LA-015,Bossier Parish,Louisiana,42.6,-2.5,27,45.1
LA-017,Caddo Parish,Louisiana,42.9,-2.8,25,45.7
LA-019,Calcasieu Parish,Louisiana,47.6,-3.9,22,51.5
LA-021,Caldwell Parish,Louisiana,42.3,-4.1,21,46.4
LA-023,Cameron Parish,Louisiana,48.5,-4,21,52.5
LA-025,Catahoula Parish,Louisiana,42.8,-5,16,47.8
LA-027,Claiborne Parish,Louisiana,41.2,-3.2,27,44.4
LA-029,Concordia Parish,Louisiana,43.4,-5.1,16,48.5
LA-031,De Soto Parish,Louisiana,43.6,-2.8,28,46.4
LA-033,East Baton Rouge Parish,Louisiana,47,-3.9,24,50.9
LA-035,East Carroll Parish,Louisiana,41.5,-3.6,24,45.1
LA-037,East Feliciana Parish,Louisiana,45.8,-4,27,49.8
LA-039,Evangeline Parish,Louisiana,46,-4.3,19,50.3
LA-041,Franklin Parish,Louisiana,42.3,-4.5,18,46.8
LA-043,Grant Parish,Louisiana,43.5,-4.3,19,47.8
LA-045,Iberia Parish,Louisiana,48.6,-3.9,25,52.5
LA-047,Iberville Parish,Louisiana,47.7,-4,23,51.7
LA-049,Jackson Parish,Louisiana,42,-3.2,29,45.2
LA-051,Jefferson Parish,Louisiana,50.3,-3.4,30,53.7
LA-053,Jefferson Davis Parish,Louisiana,47.2,-4.6,16,51.8
LA-055,Lafayette Parish,Louisiana,47.7,-4,25,51.7
LA-057,Lafourche Parish,Louisiana,50.1,-3.9,25,54
LA-059,La Salle Parish,Louisiana,43.1,-4.5,18,47.6
LA-061,Lincoln Parish,Louisiana,41.6,-3,30,44.6
LA-063,Livingston Parish,Louisiana,47.3,-3.8,24,51.1
LA-065,Madison Parish,Louisiana,42.3,-3.9,20,46.2
LA-067,Morehouse Parish,Louisiana,41.3,-3.4,25,44.7
LA-069,Natchitoches Parish,Louisiana,43.5,-4,21,47.5
LA-071,Orleans Parish,Louisiana,49.6,-3,36,52.6
LA-073,Ouachita Parish,Louisiana,41.9,-3.5,25,45.4
LA-075,Plaquemines Parish,Louisiana,50.8,-3.2,29,54
LA-077,Pointe Coupee Parish,Louisiana,46.3,-4.4,18,50.7
LA-079,Rapides Parish,Louisiana,44.7,-4.2,20,48.9
LA-081,Red River Parish,Louisiana,43.4,-2.7,30,46.1
LA-083,Richland Parish,Louisiana,42.1,-3.9,21,46
LA-085,Sabine Parish,Louisiana,43.5,-3.9,21,47.4
LA-087,St. Bernard Parish,Louisiana,49.6,-3.2,34,52.8
LA-089,St. Charles Parish,Louisiana,49.6,-3.6,26,53.2
LA-091,St. Helena Parish,Louisiana,45.9,-3.6,31,49.5
LA-093,St. James Parish,Louisiana,48.4,-3.9,26,52.3
LA-095,St. John the Baptist Parish,Louisiana,48.7,-3.5,28,52.2
LA-097,St. Landry Parish,Louisiana,46.4,-4.4,18,50.8
LA-099,St. Martin Parish,Louisiana,48,-4,24,52
LA-101,St. Mary Parish,Louisiana,48.9,-3.9,26,52.8
LA-103,St. Tammany Parish,Louisiana,48.2,-2.7,40,50.9
LA-105,Tangipahoa Parish,Louisiana,47,-3.2,33,50.2
LA-107,Tensas Parish,Louisiana,42.4,-4.9,18,47.3
LA-109,Terrebonne Parish,Louisiana,50,-4.2,24,54.2
LA-111,Union Parish,Louisiana,41.3,-3.2,29,44.5
LA-113,Vermilion Parish,Louisiana,48.6,-4,24,52.6
LA-115,Vernon Parish,Louisiana,45.1,-3.5,25,48.6
LA-117,Washington Parish,Louisiana,46.6,-2.9,36,49.5
LA-119,Webster Parish,Louisiana,42.1,-2.8,28,44.9
LA-121,West Baton Rouge Parish,Louisiana,47.3,-3.9,25,51.2
LA-123,West Carroll Parish,Louisiana,41.3,-3.6,21,44.9
LA-125,West Feliciana Parish,Louisiana,45.6,-4.4,20,50
LA-127,Winn Parish,Louisiana,42.8,-3.9,22,46.7
ME-001,Androscoggin County,Maine,19.5,2.1,83,17.4
ME-003,Aroostook County,Maine,13.7,4.8,107,8.9
ME-005,Cumberland County,Maine,20.5,1.5,79,19
ME-007,Franklin County,Maine,13.8,2,83,11.8
ME-009,Hancock County,Maine,20.7,2.4,85,18.3
ME-011,Kennebec County,Maine,19.6,2.6,88,17
ME-013,Knox County,Maine,21.6,1.6,81,20
ME-015,Lincoln County,Maine,21.5,1.8,81,19.7
ME-017,Oxford County,Maine,15.8,1.7,80,14.1
ME-019,Penobscot County,Maine,17.4,3.6,97,13.8
ME-021,Piscataquis County,Maine,13.9,3.6,97,10.3
ME-023,Sagadahoc County,Maine,21.4,1.8,82,19.6
ME-025,Somerset County,Maine,13.8,2.8,91,11
ME-027,Waldo County,Maine,20.1,2.6,90,17.5
ME-029,Washington County,Maine,19.6,2.4,84,17.2
ME-031,York County,Maine,21.8,1.4,77,20.4
MD-001,Allegany County,Maryland,25.1,-4.1,24,29.2
MD-003,Anne Arundel County,Maryland,30.9,-3.1,31,34
MD-005,Baltimore County,Maryland,27.5,-3.6,27,31.1
MD-009,Calvert County,Maryland,31.6,-3,29,34.6
MD-011,Caroline County,Maryland,30,-3.5,23,33.5
MD-013,Carroll County,Maryland,26.7,-3.2,32,29.9
MD-015,Cecil County,Maryland,27.2,-4,21,31.2
MD-017,Charles County,Maryland,32.1,-2.5,33,34.6
MD-019,Dorchester County,Maryland,32.1,-2.7,32,34.8
MD-021,Frederick County,Maryland,27.4,-2.9,31,30.3
MD-023,Garrett County,Maryland,19.6,-6.3,10,25.9
MD-025,Harford County,Maryland,26.6,-4.4,18,31
MD-027,Howard County,Maryland,28.4,-3,33,31.4
MD-029,Kent County,Maryland,28.3,-4.6,18,32.9
MD-031,Montgomery County,Maryland,29.3,-2.6,34,31.9
MD-033,Prince George&#039;s County,Maryland,30.9,-2.8,34,33.7
MD-035,Queen Anne&#039;s County,Maryland,29,-4.3,20,33.3
MD-037,St. Mary&#039;s County,Maryland,32.1,-3.1,29,35.2
MD-039,Somerset County,Maryland,33.2,-2.7,33,35.9
MD-041,Talbot County,Maryland,31.2,-3.2,25,34.4
MD-043,Washington County,Maryland,26.8,-3.1,29,29.9
MD-045,Wicomico County,Maryland,32.8,-2.3,35,35.1
MD-047,Worcester County,Maryland,33.6,-2.5,36,36.1
MD-510,Baltimore City,Maryland,29.6,-3.6,28,33.2
MD-511,Washington,District of Columbia,31.1,-2.7,34,33.8
MA-001,Barnstable County,Massachusetts,29.1,-0.5,47,29.6
MA-003,Berkshire County,Massachusetts,20.7,0.3,62,20.4
MA-005,Bristol County,Massachusetts,28.1,0.3,69,27.8
MA-007,Dukes County,Massachusetts,29.6,-0.5,51,30.1
MA-009,Essex County,Massachusetts,25.7,0.6,71,25.1
MA-011,Franklin County,Massachusetts,21.4,0.5,64,20.9
MA-013,Hampden County,Massachusetts,24.3,1.3,75,23
MA-015,Hampshire County,Massachusetts,23,0.9,71,22.1
MA-017,Middlesex County,Massachusetts,25,0.7,72,24.3
MA-019,Nantucket County,Massachusetts,30,-0.8,45,30.8
MA-021,Norfolk County,Massachusetts,26.5,0.5,67,26
MA-023,Plymouth County,Massachusetts,28.3,0.4,68,27.9
MA-025,Suffolk County,Massachusetts,27.4,0.8,70,26.6
MA-027,Worcester County,Massachusetts,23.7,0.9,70,22.8
MI-001,Alcona County,Michigan,18.8,1.1,71,17.7
MI-003,Alger County,Michigan,15.7,0.9,69,14.8
MI-005,Allegan County,Michigan,23.3,-0,59,23.3
MI-007,Alpena County,Michigan,19.3,1.6,76,17.7
MI-009,Antrim County,Michigan,20.5,2.3,84,18.2
MI-011,Arenac County,Michigan,20.2,0.7,70,19.5
MI-013,Baraga County,Michigan,12.3,1.5,75,10.8
MI-015,Barry County,Michigan,21.8,-0.1,59,21.9
MI-017,Bay County,Michigan,21.1,0.5,65,20.6
MI-019,Benzie County,Michigan,20.8,1.6,77,19.2
MI-021,Berrien County,Michigan,23.9,0.1,57,23.8
MI-023,Branch County,Michigan,20.9,-1.4,47,22.3
MI-025,Calhoun County,Michigan,21.3,-0.6,52,21.9
MI-027,Cass County,Michigan,22.5,-0.2,55,22.7
MI-029,Charlevoix County,Michigan,20.4,2.1,82,18.3
MI-031,Cheboygan County,Michigan,19.1,2.4,83,16.7
MI-033,Chippewa County,Michigan,16,1.9,76,14.1
MI-035,Clare County,Michigan,18.2,0.2,61,18
MI-037,Clinton County,Michigan,21.6,0.1,63,21.5
MI-039,Crawford County,Michigan,18.4,2,81,16.4
MI-041,Delta County,Michigan,16.6,1.2,70,15.4
MI-043,Dickinson County,Michigan,12.7,1.1,71,11.6
MI-045,Eaton County,Michigan,21.5,-0.1,61,21.6
MI-047,Emmet County,Michigan,19.8,2.5,85,17.3
MI-049,Genesee County,Michigan,21.2,0.1,64,21.1
MI-051,Gladwin County,Michigan,19.1,0.1,62,19
MI-053,Gogebic County,Michigan,10.6,1.3,72,9.4
MI-055,Grand Traverse County,Michigan,20.8,2.2,83,18.6
MI-057,Gratiot County,Michigan,21.3,0.5,68,20.8
MI-059,Hillsdale County,Michigan,20.7,-1,47,21.7
MI-061,Houghton County,Michigan,14.1,2.2,80,11.9
MI-063,Huron County,Michigan,21.3,1.2,76,20.1
MI-065,Ingham County,Michigan,21.3,-0,59,21.3
MI-067,Ionia County,Michigan,21.2,-0.1,62,21.3
MI-069,Iosco County,Michigan,19.5,0.8,69,18.7
MI-071,Iron County,Michigan,10.5,1.2,74,9.3
MI-073,Isabella County,Michigan,19.8,0.3,64,19.5
MI-075,Jackson County,Michigan,21.2,-0.2,54,21.4
MI-077,Kalamazoo County,Michigan,22.1,-0.3,54,22.4
MI-079,Kalkaska County,Michigan,19.4,2.2,82,17.2
MI-081,Kent County,Michigan,21.6,-0.1,63,21.7
MI-083,Keweenaw County,Michigan,14.8,2.4,81,12.4
MI-085,Lake County,Michigan,20.1,0.6,67,19.5
MI-087,Lapeer County,Michigan,21,0.2,63,20.8
MI-089,Leelanau County,Michigan,21.2,1.8,80,19.4
MI-091,Lenawee County,Michigan,22.4,-0.2,54,22.6
MI-093,Livingston County,Michigan,21.1,0.1,61,21
MI-095,Luce County,Michigan,14.6,0.1,62,14.5
MI-097,Mackinac County,Michigan,16.8,1.3,73,15.5
MI-099,Macomb County,Michigan,23.1,0.3,60,22.8
MI-101,Manistee County,Michigan,21.1,1.3,75,19.8
MI-103,Marquette County,Michigan,13.2,1.3,72,11.9
MI-105,Mason County,Michigan,21.6,0.9,69,20.7
MI-107,Mecosta County,Michigan,19.4,0.2,65,19.2
MI-109,Menominee County,Michigan,15.8,1.5,73,14.3
MI-111,Midland County,Michigan,20.7,0.3,64,20.4
MI-113,Missaukee County,Michigan,18.2,1,70,17.2
MI-115,Monroe County,Michigan,23.5,-0.5,51,24
MI-117,Montcalm County,Michigan,20.2,0.1,64,20.1
MI-119,Montmorency County,Michigan,18.6,1.9,79,16.7
MI-121,Muskegon County,Michigan,23.4,1.1,74,22.3
MI-123,Newaygo County,Michigan,21,0.6,69,20.4
MI-125,Oakland County,Michigan,21.4,0.1,59,21.3
MI-127,Oceana County,Michigan,22,1.1,72,20.9
MI-129,Ogemaw County,Michigan,18.2,0.8,70,17.4
MI-131,Ontonagon County,Michigan,12.5,1.6,73,10.9
MI-133,Osceola County,Michigan,18.3,0.3,63,18
MI-135,Oscoda County,Michigan,18,1.4,76,16.6
MI-137,Otsego County,Michigan,18.2,2.3,83,15.9
MI-139,Ottawa County,Michigan,23.6,0.4,64,23.2
MI-141,Presque Isle County,Michigan,19.3,2,79,17.3
MI-143,Roscommon County,Michigan,18,1,72,17
MI-145,Saginaw County,Michigan,21.4,0.4,67,21
MI-147,St. Clair County,Michigan,22.4,-0,59,22.4
MI-149,St. Joseph County,Michigan,22.1,-0.6,54,22.7
MI-151,Sanilac County,Michigan,21.3,0.5,66,20.8
MI-153,Schoolcraft County,Michigan,16.1,0.6,67,15.5
MI-155,Shiawassee County,Michigan,21.3,0.1,64,21.2
MI-157,Tuscola County,Michigan,20.9,0.3,65,20.6
MI-159,Van Buren County,Michigan,23.6,0.3,58,23.3
MI-161,Washtenaw County,Michigan,21.7,-0,55,21.7
MI-163,Wayne County,Michigan,23.2,-0.3,54,23.5
MI-165,Wexford County,Michigan,19,1.2,73,17.8
MN-001,Aitkin County,Minnesota,9.5,4.1,89,5.4
MN-003,Anoka County,Minnesota,13.7,3.5,87,10.2
MN-005,Becker County,Minnesota,7.7,4,82,3.7
MN-007,Beltrami County,Minnesota,6.3,4.5,82,1.8
MN-009,Benton County,Minnesota,11.8,3.7,86,8.1
MN-011,Big Stone County,Minnesota,12.6,3.6,84,9
MN-013,Blue Earth County,Minnesota,14.9,2.4,79,12.5
MN-015,Brown County,Minnesota,15.2,3.3,85,11.9
MN-017,Carlton County,Minnesota,8.2,2.3,73,5.9
MN-019,Carver County,Minnesota,13.9,3.1,81,10.8
MN-021,Cass County,Minnesota,8.9,4.4,88,4.5
MN-023,Chippewa County,Minnesota,13.4,3.6,87,9.8
MN-025,Chisago County,Minnesota,12.6,3,83,9.6
MN-027,Clay County,Minnesota,8.8,4.2,82,4.6
MN-029,Clearwater County,Minnesota,6.7,4.3,82,2.4
MN-031,Cook County,Minnesota,5.9,1.2,68,4.7
MN-033,Cottonwood County,Minnesota,15.1,3.4,82,11.7
MN-035,Crow Wing County,Minnesota,10.7,4.8,93,5.9
MN-037,Dakota County,Minnesota,14.9,3.3,84,11.6
MN-039,Dodge County,Minnesota,14.5,3.3,86,11.2
MN-041,Douglas County,Minnesota,10.1,4.1,85,6
MN-043,Faribault County,Minnesota,15.2,2.3,77,12.9
MN-045,Fillmore County,Minnesota,14.9,2.3,78,12.6
MN-047,Freeborn County,Minnesota,15.1,3,83,12.1
MN-049,Goodhue County,Minnesota,14.6,3.1,82,11.5
MN-051,Grant County,Minnesota,10.5,3.8,84,6.7
MN-053,Hennepin County,Minnesota,14.1,3.4,85,10.7
MN-055,Houston County,Minnesota,16.2,2,75,14.2
MN-057,Hubbard County,Minnesota,7.9,4.1,82,3.8
MN-059,Isanti County,Minnesota,12.8,3.6,88,9.2
MN-061,Itasca County,Minnesota,6.3,3.3,79,3
MN-063,Jackson County,Minnesota,15.1,2.8,80,12.3
MN-065,Kanabec County,Minnesota,11.9,4.2,92,7.7
MN-067,Kandiyohi County,Minnesota,12.7,3.9,87,8.8
MN-069,Kittson County,Minnesota,4.9,5.1,85,-0.2
MN-071,Koochiching County,Minnesota,5.3,4,80,1.3
MN-073,Lac qui Parle County,Minnesota,13.6,3.3,84,10.3
MN-075,Lake County,Minnesota,4.7,0.8,64,3.9
MN-077,Lake of the Woods County,Minnesota,5.9,5.5,90,0.4
MN-079,Le Sueur County,Minnesota,14.5,2.8,81,11.7
MN-081,Lincoln County,Minnesota,13.7,2.8,77,10.9
MN-083,Lyon County,Minnesota,14.2,2.7,77,11.5
MN-085,McLeod County,Minnesota,13.5,3.2,82,10.3
MN-087,Mahnomen County,Minnesota,7.1,4.4,85,2.7
MN-089,Marshall County,Minnesota,5.9,4.9,86,1
MN-091,Martin County,Minnesota,15.7,3.1,84,12.6
MN-093,Meeker County,Minnesota,12.5,3.4,84,9.1
MN-095,Mille Lacs County,Minnesota,11.6,4.1,88,7.5
MN-097,Morrison County,Minnesota,11.4,4.3,89,7.1
MN-099,Mower County,Minnesota,14.8,3.2,86,11.6
MN-101,Murray County,Minnesota,14.1,2.6,77,11.5
MN-103,Nicollet County,Minnesota,14.7,2.8,82,11.9
MN-105,Nobles County,Minnesota,15,2.6,79,12.4
MN-107,Norman County,Minnesota,8,4.4,84,3.6
MN-109,Olmsted County,Minnesota,14.4,2.6,80,11.8
MN-111,Otter Tail County,Minnesota,9.1,4.1,84,5
MN-113,Pennington County,Minnesota,6.1,4.5,81,1.6
MN-115,Pine County,Minnesota,10.3,3.2,84,7.1
MN-117,Pipestone County,Minnesota,13.8,2.4,75,11.4
MN-119,Polk County,Minnesota,7.3,4.8,84,2.5
MN-121,Pope County,Minnesota,11.4,4.2,88,7.2
MN-123,Ramsey County,Minnesota,14.9,3.8,87,11.1
MN-125,Red Lake County,Minnesota,6.5,4.5,82,2
MN-127,Redwood County,Minnesota,14.9,3.4,85,11.5
MN-129,Renville County,Minnesota,14.3,3.7,84,10.6
MN-131,Rice County,Minnesota,14.5,3.1,82,11.4
MN-133,Rock County,Minnesota,15.6,2.9,78,12.7
MN-135,Roseau County,Minnesota,5.1,5.3,90,-0.2
MN-137,St. Louis County,Minnesota,5.1,2,72,3.1
MN-139,Scott County,Minnesota,14.7,3.1,84,11.6
MN-141,Sherburne County,Minnesota,12.7,3.7,85,9
MN-143,Sibley County,Minnesota,14.3,3.1,83,11.2
MN-145,Stearns County,Minnesota,11.7,3.9,87,7.8
MN-147,Steele County,Minnesota,14.6,3.2,83,11.4
MN-149,Stevens County,Minnesota,11.5,3.8,85,7.7
MN-151,Swift County,Minnesota,12.5,3.8,86,8.7
MN-153,Todd County,Minnesota,10.7,4.7,91,6
MN-155,Traverse County,Minnesota,11.6,3.6,84,8
MN-157,Wabasha County,Minnesota,14.1,1.8,72,12.3
MN-159,Wadena County,Minnesota,9.6,4.8,90,4.8
MN-161,Waseca County,Minnesota,14.4,2.5,78,11.9
MN-163,Washington County,Minnesota,14.5,3.5,86,11
MN-165,Watonwan County,Minnesota,15.4,3.1,85,12.3
MN-167,Wilkin County,Minnesota,10,3.8,82,6.2
MN-169,Winona County,Minnesota,15.8,2.8,81,13
MN-171,Wright County,Minnesota,12.9,3.4,83,9.5
MN-173,Yellow Medicine County,Minnesota,14.1,3.1,82,11
MS-001,Adams County,Mississippi,43.2,-5,17,48.2
MS-003,Alcorn County,Mississippi,36.1,-3.3,30,39.4
MS-005,Amite County,Mississippi,44.7,-3.8,28,48.5
MS-007,Attala County,Mississippi,39.9,-4,23,43.9
MS-009,Benton County,Mississippi,36.2,-3.4,28,39.6
MS-011,Bolivar County,Mississippi,39,-3.4,26,42.4
